Class,Review
1,depending upon your reaction to this movie you may never again be able to look at red felt sharpie pen without disgust thrill or the giggle
1,while bollywood hollywood will undoubtedly provide it keenest pleasure to those familiar with bombay musical it also ha plenty for those like me who aren
1,there are time when you wish that the movie had worked little harder to conceal it contrivance but brown sugar turn out to be sweet and enjoyable fantasy
1,fontaine masterfully creates portrait of two strong men in conflict inextricably entwined through family history each seeing himself in the other neither liking what he see
1,one fantastic and educational documentary
1,a janice eileen walsh an engaging wide eyed actress whose teeth are little too big for her mouth infuses the movie with much of it slender glinting charm
1,sure it contrived and predictable but it performance are so well tuned that the film come off winningly even though it never a solid a you want it to be
1,dong show how intolerance ha the power to deform family then tear them apart
1,the chateau belongs to rudd whose portrait of therapy dependent flakeball spouting french malapropism is nonstop hoot
1,the cast collectively successful example of the lovable loser protagonist show deft comic timing
1,it trust the story it set out to tell
1,i couldn recommend this film more
1,a good old fashioned adventure for kid spirit stallion of the cimarron is winner
